Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
21688,0.3,Very Good,H,SI1,63.4,58.0,4.29,4.26,2.71,540
25941,0.24,Very Good,G,VVS1,62.3,59.0,3.92,3.95,2.45,432
529,1.0,Premium,H,VS2,61.3,61.0,6.44,6.38,3.93,5096
6531,0.41,Good,I,VVS2,63.1,56.0,4.72,4.75,2.99,827
13123,0.9,Premium,D,VS2,62.6,59.0,6.14,6.17,3.85,5001
12248,1.56,Premium,H,SI1,61.9,59.0,7.46,7.4,4.6,10990
1254,0.9,Very Good,E,SI2,59.5,61.0,6.24,6.3,3.73,3139
73,0.52,Ideal,F,VS2,62.5,56.0,5.12,5.16,3.21,1629
18323,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,5013
12721,2.1,Premium,J,VS2,58.3,54.0,8.49,8.45,4.94,12401
6444,0.56,Very Good,E,VS1,61.9,57.0,5.29,5.31,3.28,2037
10813,1.07,Ideal,G,VVS2,61.9,56.0,6.6,6.62,4.09,9169
14958,0.46,Ideal,G,SI1,62.2,53.4,4.95,4.98,3.09,934
8675,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1315
12281,0.7,Ideal,F,SI1,61.8,54.0,5.71,5.75,3.54,2635
12791,0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,1421
4237,0.33,Ideal,I,VVS1,62.1,54.0,4.46,4.49,2.78,592
2906,0.34,Premium,E,SI1,61.8,58.0,4.5,4.47,2.77,765
6377,0.53,Premium,E,VS2,60.9,60.0,5.22,5.16,3.16,1813
18899,1.01,Very Good,E,VS2,63.2,57.0,6.38,6.35,4.02,6787
10154,1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9494
447,0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759
9647,0.34,Ideal,I,VS2,61.5,55.0,4.53,4.55,2.79,495
18304,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
14003,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1115
12189,1.09,Premium,G,SI2,61.3,60.0,6.66,6.59,4.06,3601
1255,0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548
9496,1.58,Ideal,J,SI1,61.6,56.0,7.53,7.5,4.63,7592
3984,1.02,Good,D,SI2,57.7,64.0,6.7,6.62,3.84,4246
10857,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1109
3108,1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
1763,0.7,Very Good,G,SI1,59.1,62.0,5.8,5.91,3.46,2674
10415,0.65,Ideal,D,VVS1,,57.0,5.58,5.61,3.41,5052
5522,1.1,Very Good,F,VS2,62.7,58.5,6.5,6.59,4.1,7272
2580,0.52,Premium,E,VS2,60.7,58.0,5.17,5.21,3.15,1689
568,2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229
6128,0.91,Premium,F,SI2,62.1,56.0,6.26,6.21,3.87,3096
15527,1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92,4271
15132,0.7,Good,I,VS1,63.1,57.0,5.59,5.67,3.55,2390
17630,0.86,Fair,E,SI2,55.1,69.0,6.45,6.33,3.52,2757
11143,1.23,Premium,I,SI1,62.5,59.0,6.8,6.84,4.26,5412
15563,0.36,Ideal,I,VS1,62.0,54.0,4.58,4.61,2.85,587
10986,1.17,Fair,I,I1,65.4,62.0,6.68,6.57,4.33,2935
8556,0.5,Very Good,D,VVS2,61.7,59.0,5.02,5.09,3.12,2115
26638,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,702
7198,1.56,Ideal,G,VVS2,62.5,55.0,7.39,7.45,4.64,15609
23156,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3220
5324,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27,17168
4776,0.33,Ideal,G,IF,61.3,57.0,4.42,4.46,2.72,984
17651,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
2137,1.51,Very Good,F,VS2,61.1,59.0,7.32,7.37,4.49,14165
16914,2.0,Premium,H,SI2,61.5,61.0,8.13,8.1,4.99,13134
18395,0.31,Ideal,D,VS2,62.1,54.0,4.4,4.36,2.72,804
11216,0.24,Good,E,VVS1,58.0,60.0,4.08,4.12,2.38,526
9649,0.3,Ideal,G,VVS1,61.3,56.0,4.34,4.3,2.65,1013
12365,0.62,Fair,J,SI1,65.4,59.0,5.39,5.28,3.49,1101
8334,0.71,Ideal,G,VS2,59.5,57.0,5.81,5.8,3.46,2974
1918,0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,2863
14252,0.7,Premium,J,VS1,59.6,62.0,5.77,5.7,3.42,1953
3039,1.0,Good,G,VVS1,63.8,60.0,6.35,6.31,4.04,7134
23180,0.3,Ideal,I,VS2,61.4,58.0,4.29,4.31,2.64,438
11804,1.21,Ideal,D,VS1,61.0,57.0,6.88,6.85,4.19,10335
22185,0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,2810
24707,1.51,Very Good,G,VS1,60.2,63.0,7.36,7.39,4.44,12317
1590,0.31,Premium,E,VS1,60.0,59.0,4.38,4.42,2.64,734
19100,0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
9866,0.87,Very Good,I,SI1,63.6,55.8,6.07,6.1,3.87,2791
20068,1.01,Premium,G,I1,59.4,61.0,6.51,6.45,3.85,3348
15100,0.37,Ideal,D,SI1,61.5,57.0,4.6,4.63,2.84,681
19372,0.41,Ideal,G,VS2,61.6,54.0,4.81,4.84,2.97,900
13973,0.91,Fair,H,SI2,64.4,57.0,6.11,6.09,3.93,2763
9282,0.38,Ideal,G,SI1,62.4,57.0,4.62,4.65,2.89,666
6322,0.7,Ideal,H,SI1,61.4,57.0,5.64,5.76,3.5,2240
18593,0.31,Very Good,E,SI1,61.2,58.0,4.34,4.38,2.67,507
908,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,15426
8657,1.07,Ideal,H,VS2,62.0,57.0,6.55,6.58,4.07,5820
6218,1.27,Premium,I,SI1,60.9,59.0,6.99,6.94,4.24,5690
6666,0.34,Premium,F,VS2,58.1,61.0,4.6,4.55,2.66,645
21238,0.71,Ideal,F,SI1,63.0,54.0,5.73,5.69,3.6,2235
17222,0.24,Very Good,F,VS1,62.0,56.0,3.94,3.99,2.46,417
23003,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,8029
7168,1.01,Premium,G,VS1,62.7,58.0,6.38,6.41,4.01,6499
14732,1.01,Good,D,VS2,67.0,57.0,6.11,6.22,4.13,6113
26664,0.74,Premium,F,SI1,58.7,58.0,5.93,5.86,3.46,2452
1936,0.34,Premium,E,SI1,61.9,59.0,4.44,4.48,2.76,596
14605,0.91,Premium,D,SI1,61.5,59.0,6.25,6.18,3.82,4165
13358,1.26,Ideal,H,SI1,61.0,56.0,7.0,7.04,4.28,6715
746,0.51,Good,H,SI2,63.7,61.0,4.99,4.96,3.17,964
7890,0.53,Ideal,G,IF,61.4,56.0,5.2,5.24,3.21,2247
10784,0.31,Very Good,H,VS1,,58.0,4.28,4.34,2.69,544
13479,0.41,Ideal,E,VS1,62.7,57.0,4.72,4.76,2.97,1079
18852,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473
19143,1.19,Very Good,H,VS2,60.5,59.0,6.97,7.0,4.17,6781
17811,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,9784
19158,1.11,Very Good,I,SI2,63.1,57.0,6.59,6.54,4.14,4075
26719,0.5,Ideal,G,VVS2,60.5,55.0,5.15,5.13,3.11,1935
14767,0.42,Very Good,F,SI1,63.1,56.0,4.82,4.79,3.03,926
10746,0.35,Ideal,J,VS2,,55.0,4.55,4.57,2.8,446
21160,2.01,Good,H,I1,61.7,63.0,7.91,7.94,4.89,7959
11310,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69,2363
10718,0.32,Ideal,D,SI2,61.4,56.0,4.43,4.46,2.73,477
25222,0.56,Very Good,F,VS2,60.0,57.0,5.34,5.39,3.22,1627
25353,0.42,Premium,I,SI2,61.5,59.0,4.84,4.78,2.96,709
9895,0.52,Very Good,D,VS2,63.4,56.0,5.16,5.09,3.25,1828
11419,0.94,Premium,G,SI1,61.3,61.0,6.33,6.27,3.86,4159
9055,0.8,Good,F,VS2,63.2,55.0,5.88,5.9,3.72,3429
6598,0.41,Very Good,F,IF,61.6,58.0,4.75,4.79,2.94,1313
5137,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
10523,1.16,Ideal,I,SI2,62.4,55.0,6.76,6.69,4.2,3800
12405,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,8377
5150,0.32,Ideal,G,VVS2,62.0,56.0,4.41,4.43,2.74,708
22047,1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32,5211
926,1.0,Ideal,H,SI1,61.4,55.0,6.49,6.44,3.97,4676
20900,1.5,Very Good,E,VS2,62.9,56.0,7.31,7.22,4.57,13892
17296,0.51,Ideal,G,IF,61.4,54.0,5.18,5.24,3.2,2208
4638,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
26009,0.4,Ideal,G,VVS2,62.4,57.0,4.7,4.73,2.94,917
17622,0.65,Very Good,D,VVS2,57.7,60.0,5.69,5.74,3.3,3025
1566,0.54,Very Good,H,SI2,62.7,59.0,5.17,5.2,3.25,1099
3455,0.9,Very Good,F,SI1,62.7,59.0,6.12,6.16,3.85,4119
13214,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,694
14831,0.5,Very Good,D,SI2,63.2,56.0,5.05,5.01,3.18,1243
10218,0.55,Ideal,G,SI2,62.1,56.0,5.25,5.28,3.27,1173
16745,0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,1838
19850,0.52,Very Good,I,VVS1,,58.0,5.13,5.1,3.23,1577
10239,1.16,Premium,H,SI1,60.2,59.0,6.84,6.77,4.1,5480
23509,1.22,Very Good,I,SI2,62.9,56.0,6.79,6.84,4.29,5072
12792,0.56,Very Good,F,SI1,62.9,56.0,5.25,5.27,3.31,1436
10022,1.59,Ideal,I,VS2,61.7,57.0,7.47,7.52,4.62,10752
19254,0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,1770
9821,1.09,Very Good,H,SI1,61.7,59.0,6.53,6.59,4.05,4849
12716,0.38,Ideal,D,VS1,62.1,53.9,4.65,4.67,2.9,1092
24836,0.3,Ideal,G,VVS1,62.3,54.0,4.31,4.33,2.69,789
24071,1.01,Ideal,E,SI2,61.1,59.0,6.53,6.47,3.97,4787
20717,0.33,Premium,E,VS2,61.7,60.0,4.4,4.45,2.73,723
13147,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1004
2005,0.54,Premium,F,VS2,62.0,59.0,5.22,5.16,3.22,1989
16769,1.05,Very Good,G,VS1,62.3,56.0,6.45,6.51,4.04,7010
6249,0.32,Very Good,J,VVS1,60.2,60.0,4.42,4.49,2.68,544
14615,1.04,Ideal,F,SI2,62.6,57.0,6.48,6.45,4.05,4630
25195,0.32,Ideal,G,SI1,63.0,56.0,4.38,4.35,2.75,612
25112,0.72,Very Good,G,SI1,63.1,57.0,5.71,5.67,3.59,2385
3819,1.1,Premium,E,VVS2,60.1,58.0,6.76,6.69,4.04,10577
20051,0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,3201
21648,0.36,Ideal,F,SI1,61.1,57.0,4.57,4.6,2.8,551
26456,0.5,Fair,H,VS2,56.3,65.0,5.24,5.21,2.94,1332
1883,0.42,Premium,E,SI1,60.0,58.0,4.89,4.85,2.92,926
9264,0.71,Ideal,H,SI2,61.5,56.0,5.71,5.74,3.52,2122
1587,0.73,Ideal,G,VVS1,61.9,57.0,5.76,5.8,3.58,3669
12870,1.78,Very Good,D,SI2,62.5,57.0,7.76,7.8,4.86,12981
16310,1.42,Good,F,VS2,63.7,57.0,7.08,6.99,4.48,9542
13519,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1433
21434,0.54,Ideal,F,VS1,60.9,57.0,5.21,5.26,3.19,1772
26114,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
17584,1.01,Fair,F,SI1,,60.0,6.15,6.13,4.06,3197
1357,1.53,Ideal,J,SI1,62.2,58.0,7.35,7.37,4.58,7721
25912,0.71,Ideal,E,VS1,62.0,56.0,5.72,5.74,3.55,3516
10420,0.49,Very Good,E,SI1,63.6,57.9,4.96,4.99,3.16,1400
1444,0.38,Ideal,H,VVS2,62.5,53.4,4.63,4.66,2.9,832
6360,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,10814
1714,0.59,Ideal,D,SI1,61.8,56.0,5.37,5.4,3.33,1816
25086,0.63,Ideal,D,IF,61.2,53.0,5.55,5.6,3.41,3832
23016,0.71,Ideal,F,VS1,61.1,56.0,5.76,5.8,3.53,3701
7885,0.41,Ideal,D,VS1,61.0,57.0,4.82,4.78,2.93,1230
1669,0.24,Ideal,F,VVS2,61.4,59.0,4.0,4.05,2.47,540
1301,1.72,Premium,H,VS1,59.3,59.0,7.86,7.82,4.65,14414
18574,1.46,Very Good,J,VS2,59.7,59.0,7.36,7.39,4.4,7358
13629,0.63,Ideal,D,SI1,61.5,56.0,5.52,5.53,3.4,1964
11343,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
713,0.38,Very Good,F,SI2,61.2,57.0,4.67,4.71,2.87,585
24484,0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
26809,0.73,Ideal,I,VS2,61.3,56.0,5.8,5.84,3.57,2756
8610,1.11,Ideal,D,VS2,61.2,57.0,6.69,6.71,4.1,10443
23922,1.41,Good,E,VVS2,59.9,61.0,7.21,7.37,4.37,14853
22771,1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91,5050
10242,0.55,Ideal,F,VS1,60.3,57.0,5.32,5.37,3.23,1682
2009,0.3,Ideal,H,IF,60.8,56.0,4.37,4.35,2.65,1013
16759,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
7882,0.41,Ideal,F,VS1,62.0,57.0,4.76,4.73,2.94,1076
21325,0.58,Ideal,F,VS1,61.2,57.0,5.36,5.39,3.29,1979
21087,1.08,Premium,G,VS2,62.4,57.0,6.56,6.49,4.07,6532
25760,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863
6418,0.24,Ideal,I,VVS2,61.5,56.0,4.02,4.05,2.48,523
18140,0.61,Premium,D,SI1,61.6,58.0,5.37,5.34,3.3,1614
8347,0.31,Very Good,D,VS2,61.6,55.0,4.37,4.4,2.7,692
17830,0.51,Ideal,D,SI1,60.7,56.0,5.18,5.2,3.15,1884
5064,0.76,Premium,F,IF,60.6,60.0,5.89,5.85,3.56,4150
17933,0.26,Ideal,E,VVS2,62.3,57.0,4.06,4.09,2.54,599
10861,0.5,Very Good,G,VVS1,63.3,56.0,5.1,5.07,3.22,2070
26079,0.9,Good,H,VS2,58.2,59.0,6.36,6.33,3.69,4685
23459,2.66,Good,H,SI2,63.8,57.0,8.71,8.65,5.54,16239
5265,0.35,Ideal,G,VS2,61.3,56.0,4.55,4.58,2.8,807
25619,1.01,Premium,G,SI1,59.2,59.0,6.52,6.58,3.88,4260
4826,0.7,Ideal,G,SI2,62.6,56.0,5.69,5.66,3.55,2268
11753,1.08,Premium,H,VS2,62.1,58.0,6.63,6.51,4.08,5250
15342,1.15,Very Good,G,SI1,62.2,59.0,6.66,6.71,4.16,5587
10917,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.35,2.68,897
2229,0.29,Very Good,D,SI1,59.8,55.0,4.3,4.35,2.58,737
26583,0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,2384
2650,0.28,Premium,E,VVS1,61.3,60.0,4.18,4.21,2.57,646
10661,0.7,Premium,G,SI2,59.0,60.0,5.84,5.82,3.44,1814
14770,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,919
18686,1.0,Ideal,H,VVS2,62.9,55.0,6.34,6.39,4.0,6607
8130,0.54,Ideal,F,VS2,60.3,55.0,5.32,5.26,3.19,1786
6670,1.2,Premium,H,VS2,62.4,57.0,6.73,6.67,4.18,6048
4199,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,863
7603,0.75,Good,F,I1,64.0,59.0,5.78,5.62,3.66,1013
5508,0.35,Ideal,E,IF,62.2,56.0,4.52,4.51,2.81,1254
16784,0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,1216
25876,1.73,Premium,F,SI2,61.5,60.0,7.75,7.66,4.74,9494
4639,0.41,Ideal,F,VVS2,61.9,55.0,4.78,4.79,2.96,1115
22807,1.51,Good,J,SI2,58.1,64.0,7.57,7.53,4.39,6215
776,0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62,439
20481,0.51,Premium,E,VS2,60.3,59.0,5.2,5.22,3.14,1656
8418,0.7,Ideal,F,VVS2,62.0,57.0,5.68,5.74,3.54,3160
19439,0.36,Premium,D,VS2,60.5,58.0,4.6,4.63,2.79,852
18501,1.21,Premium,I,SI1,61.0,56.0,6.91,6.87,4.2,4404
11265,1.01,Good,F,VVS2,60.3,62.0,6.47,6.54,3.92,8647
7643,0.71,Very Good,F,SI2,60.9,56.0,5.8,5.83,3.54,2036
1336,0.27,Ideal,G,VS2,61.5,56.0,4.16,4.18,2.56,490
24746,0.7,Ideal,I,VS1,61.8,55.0,5.67,5.72,3.52,2469
2024,0.9,Premium,G,SI1,62.2,60.0,6.14,6.07,3.8,3984
22311,1.69,Premium,I,VS2,62.4,58.0,7.66,7.53,4.74,10600
24675,0.62,Premium,H,VVS1,61.9,58.0,5.49,5.46,3.39,2232
823,0.3,Very Good,G,VVS2,62.1,59.0,4.23,4.27,2.64,684
3577,1.08,Ideal,G,VS2,62.5,56.0,6.57,6.54,4.1,6530
26005,0.7,Fair,H,SI1,64.5,59.0,5.54,5.51,3.56,2176
4827,0.37,Premium,D,SI1,62.2,58.0,4.62,4.58,2.86,874
23110,0.7,Very Good,E,IF,63.4,58.0,5.64,5.59,3.56,3622
7532,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5535
271,0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
19595,2.11,Very Good,F,SI2,63.5,55.0,8.08,8.13,5.15,18071
23425,0.35,Ideal,D,SI1,62.3,55.0,4.56,4.52,2.83,827
1088,2.29,Premium,H,VS2,61.6,60.0,8.45,8.43,5.2,17539
201,1.01,Good,E,SI2,63.7,55.0,6.38,6.31,4.05,4118
18869,0.32,Ideal,D,VS2,61.7,55.0,4.39,4.42,2.72,1066
18613,0.75,Very Good,I,VVS2,62.0,59.0,5.81,5.83,3.61,2749
22125,1.1,Ideal,H,SI2,61.9,56.0,6.65,6.63,4.11,4250
22015,0.78,Ideal,F,VS2,61.5,56.0,5.94,5.9,3.64,3531
21326,0.3,Premium,F,VS1,61.9,59.0,4.3,4.26,2.65,844
2749,0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932
15995,0.74,Very Good,E,VVS2,61.9,59.0,5.74,5.77,3.56,3616
1069,1.0,Ideal,G,SI1,63.0,55.0,6.42,6.41,4.04,5096
13960,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
20283,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81,664
1715,0.44,Premium,F,VVS2,61.6,58.0,4.89,4.85,3.0,1253
23358,0.56,Ideal,G,VVS2,60.7,56.0,5.33,5.32,3.23,2167
5322,1.2,Premium,F,SI2,62.7,60.0,6.73,6.67,4.21,4274
22427,0.71,Very Good,J,SI1,59.1,61.0,5.82,5.85,3.45,1861
19480,1.01,Very Good,F,VVS2,60.7,59.0,6.4,6.46,3.9,7835
3670,1.01,Ideal,E,SI1,61.6,57.0,6.44,6.49,3.98,5206
23862,1.0,Good,G,SI2,64.2,57.0,6.25,6.27,4.02,3906
15668,0.47,Fair,G,SI1,58.4,60.0,5.16,5.12,3.0,1086
10891,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84,568
3578,0.58,Ideal,F,SI1,60.9,55.0,5.39,5.41,3.29,1569
12424,1.03,Ideal,H,SI1,62.0,56.0,6.44,6.49,4.01,5093
6169,0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577
19234,0.41,Premium,E,VS1,61.8,58.0,4.75,4.73,2.93,1153
20598,0.52,Ideal,F,VS2,60.6,55.0,5.19,5.27,3.17,1662
23606,0.33,Ideal,E,VVS2,61.8,56.0,4.44,4.46,2.75,891
17056,1.5,Premium,F,SI1,62.1,60.0,7.32,7.27,4.53,8770
11356,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.32,2.66,564
19865,1.33,Fair,E,SI2,65.0,57.0,6.93,6.89,4.49,4916
11840,0.23,Very Good,E,VVS2,61.2,60.0,3.97,4.0,2.44,505
25951,0.7,Very Good,F,SI1,61.3,59.0,5.68,5.74,3.5,2401
7984,0.31,Ideal,G,SI1,63.0,56.0,4.34,4.3,2.72,593
8021,0.9,Good,F,VS1,62.8,57.0,6.04,6.1,3.81,4770
6241,0.31,Ideal,G,VVS1,60.6,57.0,4.4,4.38,2.66,1046
22867,1.01,Very Good,F,SI1,63.0,58.0,6.31,6.39,4.0,4619
2194,1.02,Premium,E,SI1,61.5,58.0,6.51,6.46,3.99,5278
22301,0.75,Premium,E,SI1,59.8,60.0,5.9,5.84,3.51,2360
13734,0.71,Very Good,G,VS1,59.3,55.0,5.88,5.95,3.51,2994
20199,0.75,Very Good,D,SI1,63.2,56.0,5.8,5.75,3.65,2760
11003,0.4,Ideal,I,SI1,62.2,55.0,4.72,4.77,2.95,654
25856,0.5,Premium,G,VS1,60.8,60.0,5.16,5.14,3.13,1629
19482,0.34,Very Good,H,VVS1,63.2,58.0,4.45,4.41,2.8,995
4340,0.31,Ideal,D,VS1,60.5,57.0,4.4,4.43,2.67,766
6550,0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,1624
18741,1.27,Ideal,I,VS2,62.6,57.0,6.92,6.88,4.32,6401
12067,0.41,Premium,E,SI1,58.8,62.0,4.87,4.85,2.86,852
24322,0.7,Ideal,I,VS2,62.0,54.1,5.7,5.73,3.55,2240
18810,0.26,Premium,H,VVS2,59.8,61.0,4.18,4.15,2.49,565
12229,1.57,Premium,G,SI2,61.1,61.0,7.46,7.43,4.55,8572
12275,0.47,Ideal,E,VS1,61.2,56.0,5.01,5.05,3.08,1872
6070,1.5,Very Good,H,SI2,62.1,59.0,7.24,7.28,4.51,7365
14702,1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618
18401,1.28,Premium,J,SI1,61.9,56.0,7.13,7.0,4.37,5290
9216,1.23,Ideal,G,VS1,62.0,57.0,6.83,6.87,4.25,9863
13711,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,3478
26642,0.54,Premium,H,VVS2,60.6,60.0,5.31,5.29,3.21,1786
15966,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,613
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
11023,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,1163
24009,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,12883
13336,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,1171
6926,0.35,Fair,D,VVS2,53.2,62.0,4.87,4.8,2.57,1011
10577,0.31,Premium,E,VS1,60.2,58.0,4.38,4.43,2.65,734
6220,0.53,Ideal,G,IF,61.9,56.0,5.18,5.22,3.21,2247
12117,0.71,Ideal,G,SI1,61.4,55.0,5.75,5.79,3.54,2423
22162,0.33,Premium,J,VS1,61.5,61.0,4.46,4.39,2.72,557
21759,0.4,Ideal,D,VVS2,60.9,57.0,4.74,4.78,2.9,1353
5939,0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
25053,0.93,Good,D,SI1,63.8,59.0,6.21,6.15,3.94,3812
1468,1.5,Good,I,VS2,60.5,60.0,7.26,7.32,4.41,8780
3669,0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1774
22107,0.87,Very Good,D,SI1,60.2,60.0,6.12,6.17,3.7,3664
1295,0.73,Very Good,E,VS1,62.3,58.0,5.72,5.74,3.57,3226
20868,0.91,Very Good,D,SI1,62.1,59.0,6.1,6.18,3.81,4466
23918,0.4,Ideal,H,VVS1,62.3,54.0,4.74,4.77,2.96,1017
21016,0.52,Ideal,G,VS1,61.3,56.0,5.17,5.2,3.18,1576
12823,1.5,Ideal,H,SI1,62.0,55.0,7.29,7.34,4.54,10989
23930,0.32,Ideal,D,VS2,61.5,56.0,4.42,4.39,2.71,972
15294,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5533
22977,0.71,Good,J,VS2,63.5,64.0,5.65,5.6,3.57,1644
14424,2.1,Premium,G,SI2,60.9,57.4,8.17,8.27,5.0,16112
12504,0.41,Ideal,E,VS1,61.4,57.0,4.79,4.82,2.95,1079
4691,1.23,Very Good,F,SI2,60.9,58.0,6.93,6.96,4.23,4661
7722,0.27,Ideal,D,VVS2,61.5,56.0,4.15,4.18,2.56,586
15752,0.71,Ideal,F,VS2,62.2,56.0,5.74,5.71,3.56,2915
20139,0.7,Ideal,F,VS1,62.4,56.0,5.67,5.65,3.53,3199
24708,0.33,Ideal,F,VVS1,61.3,55.0,4.46,4.48,2.74,893
17459,0.5,Ideal,E,SI2,61.8,58.0,5.08,5.11,3.15,1104
16755,0.7,Very Good,E,SI2,61.1,62.0,5.68,5.72,3.48,2230
21473,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06,5127
8742,1.5,Premium,I,VVS2,61.4,58.0,7.38,7.32,4.51,11007
21847,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2893
2021,0.73,Good,E,VS2,63.3,60.0,5.67,5.73,3.61,2723
16343,1.21,Ideal,J,SI1,62.7,55.0,6.84,6.79,4.27,5489
23330,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872
7566,1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,8848
3442,0.3,Very Good,G,VS2,62.2,60.0,4.24,4.25,2.64,526
23465,0.51,Premium,F,VVS1,62.6,57.0,5.1,5.06,3.18,2341
8945,0.31,Ideal,E,VVS1,61.5,56.0,4.36,4.39,2.69,865
24959,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,418
12886,0.71,Ideal,D,SI1,61.8,56.0,5.72,5.76,3.54,3502
4042,0.39,Ideal,G,IF,61.4,54.0,4.71,4.73,2.9,1200
20236,0.31,Ideal,E,VS2,62.8,57.0,4.37,4.33,2.73,872
26905,1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,9738
11266,0.28,Good,E,IF,64.6,58.0,4.09,4.12,2.65,612
7153,0.7,Ideal,E,SI1,62.7,55.0,5.68,5.74,3.58,2774
26234,1.02,Very Good,E,I1,60.4,62.0,6.47,6.52,3.92,3455
8162,0.56,Ideal,G,IF,62.0,56.0,5.33,5.28,3.29,2399
22922,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,394
7683,0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898
11850,1.01,Very Good,D,VVS2,59.8,57.0,6.49,6.58,3.91,10499
23170,0.77,Premium,F,VS2,62.4,59.0,5.85,5.81,3.64,3018
